t,S,I,R,D
222,0.993094124683394,0.11510577656457,0.110577888886409,0.22147211116209
223,0.993060888623072,0.115659748705391,0.111108010981898,0.222586353804811
224,0.993026689198682,0.116229778009715,0.111671614472891,0.223307334338336
225,0.99298349837633,0.116949674173391,0.112360773197027,0.224749295405388
226,0.992939504750589,0.117682951306652,0.113094573781835,0.225470275938913
227,0.992894868882136,0.118426933215581,0.113845115064396,0.226060169102707
228,0.992880097299771,0.118673143055946,0.114073904600344,0.226715605951367
229,0.992866289081472,0.118903295732809,0.114269212740787,0.227764304909222
230,0.992816033589294,0.119740944428833,0.115125778442445,0.228157567018418
231,0.99276770482525,0.120546478797854,0.115926541818263,0.229075178606541
232,0.992722426714086,0.121301165482451,0.116677083100824,0.229927246509799
233,0.992675221874787,0.122087966494052,0.117463895895181,0.23071377072819
234,0.99262560862532,0.122914910414409,0.118300930782795,0.231303663891984
235,0.99260810751143,0.123206615551363,0.118571572063124,0.232090188110376
236,0.992591248640252,0.123487615912649,0.118836633110868,0.232745624959035
237,0.992528469415198,0.1245340077342,0.119910827883306,0.233138887068231
238,0.992455895988793,0.125743647384689,0.121130108702931,0.23412204234122
239,0.992387176018657,0.12688905838117,0.122265686033794,0.235498459723406
240,0.992325520718348,0.127916716845303,0.123292448829267,0.236547158681261
241,0.992259851401093,0.12901128015736,0.124397334880918,0.237399226584519
242,0.992234322253309,0.129436794990165,0.124801901743265,0.238316838172642
243,0.992214252168573,0.129771319229791,0.125117184884266,0.239103362391034
244,0.992126586038446,0.13123252110848,0.126598736635343,0.240086517664023
245,0.992035227012728,0.132755275447259,0.128127720363385,0.241462935046208
246,0.991964580314458,0.133932800770744,0.129305149438629,0.242642721373796
247,0.991896663147712,0.13506483079764,0.130454677350952,0.243363701907321
248,0.991832278315879,0.136137984558361,0.131534452355974,0.244281313495445
249,0.991809639260297,0.13651532790066,0.131886007008772,0.245264468768434
250,0.991787642447426,0.13688196646729,0.132229191312694,0.246182080356558
251,0.991746699474565,0.137564395916128,0.13291835003683,0.246706429835485
252,0.991668666985112,0.138865026159796,0.134215754112631,0.248082847217671
253,0.99159207954176,0.14014157065821,0.135510368072141,0.248934915120928
254,0.991511799202816,0.141479667616716,0.13687194482266,0.24972143933932
255,0.991435372320142,0.142753535921213,0.13815260820071,0.250835681982041
256,0.991404865791343,0.143262012765445,0.13862971808665,0.252081011994494
257,0.991376125430002,0.14374105147659,0.139067766344501,0.253522973061546
258,0.991287656496486,0.145215634324863,0.14053815763041,0.255096021498329
259,0.991190998968398,0.146826703062904,0.142175955893842,0.256079176771318
260,0.99109434144031,0.148437771800945,0.143799803575813,0.257390050468637
261,0.991003303535948,0.14995517375189,0.145320416954979,0.258832011535689
262,0.99090889385735,0.151528775775093,0.146910783241445,0.260011797863276
263,0.990862331260763,0.152304872011026,0.147664114640298,0.261322671560595
264,0.990838889401791,0.15269559632291,0.148004508827928,0.262895719997378
265,0.990799712596387,0.15334858763866,0.148596013481842,0.264993117913089
266,0.990676080874414,0.155409256954759,0.150652329189081,0.267156059513666
267,0.990566257370739,0.157239773593995,0.152485435592956,0.268925739005047
268,0.990449529757915,0.159185366571662,0.154444097229973,0.270564331126696
269,0.990330072613567,0.161176454845918,0.156436240262494,0.272530641672675
270,0.9902819044102,0.161979313021022,0.157192361777639,0.274431408533788
271,0.990251879563436,0.162479761283503,0.157624829802906,0.276528806449499
272,0.990117329715366,0.164722411785958,0.159845762371376,0.279281641213869
273,0.989966402678152,0.167238034067949,0.162381978080846,0.281313495444714
274,0.989836509089741,0.169403074946811,0.164544318207183,0.283541980730157
275,0.989696821299979,0.17173136365461,0.166874065311042,0.285836009700465
276,0.989561147527165,0.173992747514485,0.169122899042432,0.288392213410238
277,0.989504790729226,0.174932091579356,0.169987835092967,0.291079504489742
278,0.989465613923822,0.175585082895107,0.17055143858396,0.293832339254113
279,0.989338449866935,0.177704628477379,0.172627285105243,0.296978436127679
280,0.989185596101587,0.180252365086374,0.175149550233254,0.300124533001245
281,0.989051206814195,0.182492339394913,0.177362112452847,0.303008455135348
282,0.988920670983073,0.184668085049443,0.179524452579184,0.305499115160254
283,0.988806191219739,0.186576211312272,0.181424521774068,0.307596513075965
284,0.988763642640099,0.18728540270028,0.18204113747461,0.310480435210068
285,0.98873088826181,0.18783134625935,0.182484765965045,0.313429901029036
286,0.988591039911371,0.190162311161067,0.184811722952613,0.315855017369077
287,0.98844364520907,0.192619057176883,0.187258654940738,0.318542308448581
288,0.988305241904731,0.194925936333347,0.189504698555836,0.322278298485941
289,0.988155759913618,0.197417472870084,0.191973951474297,0.325293307989775
290,0.98804545472791,0.199256018091071,0.193740095087163,0.328832666972537
291,0.987989097929971,0.200195362155942,0.194571549742193,0.332306482270433
292,0.987955059066259,0.200762715266348,0.195043079395549,0.33512486071967
293,0.987795622313117,0.20342017582594,0.197651838128613,0.338926394441896
294,0.987654489477255,0.205772550278993,0.199967634651012,0.342138035000328
295,0.987534068968839,0.207779695716752,0.201929086404321,0.345218588189028
296,0.987422960979741,0.209631621907323,0.203748242226736,0.347840335583667
297,0.987321165509961,0.211328328850709,0.205366509676123,0.351379694566429
298,0.987271873381849,0.212149920383231,0.206066828865427,0.355050140918922
299,0.987224829103229,0.212934045200915,0.206767148054731,0.357802975683293
300,0.987093651029395,0.215120495631113,0.208890426552979,0.361473422035787
301,0.986959903984715,0.217349765163984,0.211094618423696,0.364291800485023
302,0.986856021226122,0.21908126262829,0.212737996919712,0.368093334207249
303,0.986786016770563,0.220248083176107,0.213775920180353,0.372288130038671
304,0.986760969304812,0.220665569427161,0.214066092274726,0.375696401651701
305,0.986712319419413,0.221476456184015,0.214732930068525,0.379891197483123
306,0.98666543570147,0.222257904807782,0.215410928327493,0.383102838041555
307,0.986521091652049,0.224663803139175,0.217768576594272,0.386642197024317
308,0.986378674330763,0.227037587143564,0.219992299279034,0.392541128662253
309,0.986245248407439,0.229261504288601,0.222121158009866,0.396998099233139
310,0.986148751440029,0.230869896832724,0.223644561505324,0.400603001900767
311,0.986118726593264,0.231370345095206,0.224015646972166,0.404142360883529
312,0.98606959502583,0.232189260433811,0.22472991674293,0.407419545126827
313,0.986020784579753,0.233002823384582,0.225405124885605,0.411483253588517
314,0.9858788489405,0.23536857880722,0.227640008035535,0.416923379432392
315,0.985707209575839,0.238229430104505,0.230438494676458,0.421249262633545
316,0.985533001240331,0.241133100504463,0.233242561549965,0.426492757422822
317,0.985379184110915,0.243696894276959,0.235695073770675,0.431670708527233
318,0.985220389600485,0.246343650060883,0.238239659829022,0.436717572261913
319,0.985152151312383,0.247481032475613,0.239171558670565,0.442682047584715
320,0.985090174890718,0.24851404332758,0.239986272627843,0.448843153962116
321,0.984887386754547,0.251894076244765,0.243220017410326,0.455659697188176
322,0.984690378802779,0.255177766180937,0.246403540099551,0.461296454086649
323,0.984502843931007,0.258303560676007,0.249408495346086,0.467260929409451
324,0.984306799343307,0.261571193448677,0.252550166290931,0.473487579471718
