t,S,I,R,D
287,0.986955970719515,0.170005412927372,0.162449835496583,0.371386354876012
288,0.986851873736777,0.171362129487445,0.163768273135929,0.373763330335346
289,0.986748133250555,0.172714199757928,0.165120455065862,0.375112424514969
290,0.986638688820073,0.174140610661841,0.166525663738144,0.377103944494411
291,0.986571489226764,0.175016436249422,0.167369271002808,0.378838494153925
292,0.986524431686622,0.175629746475209,0.16794774455572,0.380380316073493
293,0.986395023451232,0.177316349596121,0.169661472456223,0.381343954773224
294,0.986270784415327,0.178935581517989,0.171257095339672,0.383592445072594
295,0.986159379254006,0.180387547014643,0.17268640707666,0.385648207632019
296,0.986060986215527,0.181669922941287,0.173966279812478,0.386997301811641
297,0.985976496541182,0.182771093573949,0.175046097111248,0.388667608891173
298,0.985926052284136,0.183428543550834,0.175663135567687,0.390402158550687
299,0.985884698688253,0.183967513143192,0.176150017474722,0.392329435950148
300,0.985758320673251,0.185614622802595,0.177801077406992,0.393871257869716
301,0.985635329375153,0.187217592710901,0.179391879677501,0.395798535269176
302,0.985534797357577,0.188527846375081,0.180647649348615,0.398560966208403
303,0.985447633959359,0.189663864179663,0.181751569712089,0.400552486187845
304,0.98541447978335,0.190095969111467,0.182125167215011,0.402544006167288
305,0.985352627637785,0.190902100355209,0.18288923436615,0.404471283566748
306,0.985301470387706,0.191568842911272,0.183479759451414,0.407169471925993
307,0.98515744579515,0.193445943905346,0.18531400267544,0.410188873185147
308,0.985009677989174,0.195371830940107,0.187213324174169,0.41282281896441
309,0.984876526540364,0.197107220101707,0.188915000542319,0.415456764743672
310,0.984748900787554,0.198770591774674,0.190544367716355,0.418026467942953
311,0.984718420335417,0.199167849534558,0.190874579702809,0.420210715662341
312,0.984622166276036,0.200422347723667,0.192077322631573,0.422844661441603
313,0.984549440986725,0.201370190799882,0.192949853573882,0.425799820120776
314,0.984337503807828,0.204132409960716,0.195680730804922,0.429397404599769
315,0.984129131594094,0.206848166225656,0.198387504971257,0.432352563278941
316,0.983963538962306,0.209006367739882,0.200489292213505,0.436014390337916
317,0.983776021794771,0.211450316063849,0.202918881135736,0.438841063857125
318,0.983593673826721,0.213826893188772,0.205266519637972,0.441988950276243
319,0.983500449987728,0.215041897916371,0.206421056437326,0.444815623795452
320,0.983440380324743,0.215824797712167,0.207105583474939,0.448220480534498
321,0.983261597321856,0.218154911941197,0.209402605541295,0.451432609533599
322,0.983083349063742,0.220478056735842,0.211675524542946,0.455094436592574
323,0.98292666884486,0.222520101010336,0.213630283090495,0.45946293203135
324,0.982755372268813,0.22475264315799,0.215789917688034,0.463638699730181
325,0.982576232769409,0.227087403676609,0.218077298528508,0.467236284209174
326,0.982487465136869,0.228244329784342,0.219142653988455,0.470833868688167
327,0.982423830508722,0.229073692476031,0.219812719187245,0.475909032506745
328,0.982229183410862,0.231610566591784,0.222266411174181,0.480662983425414
329,0.982026336893129,0.234254305368091,0.224821336032877,0.485673904664011
330,0.981864487474762,0.236363720841629,0.226814659483953,0.490877553642554
331,0.981711372221043,0.238359302220229,0.228685057305036,0.496209687781061
332,0.981548096816611,0.240487302852125,0.230743459030816,0.500192727739946
333,0.981467350355685,0.241539687444099,0.231709991925473,0.503533341899011
334,0.981416727850381,0.242199460565779,0.232216156284272,0.50828729281768
335,0.981246857260399,0.244413417555076,0.234305891994167,0.513812154696133
336,0.981082690614677,0.246553033910945,0.236364293719946,0.518116407554927
337,0.980944904711155,0.248348824837206,0.238063559781626,0.522484902993704
338,0.980812644503635,0.250072598274833,0.239661592971546,0.527560066812283
339,0.980713181975607,0.251368913070245,0.240905311110308,0.530258255171528
340,0.980645091141008,0.2522563543818,0.241717584390855,0.533149171270718
341,0.980611580468483,0.252693105603193,0.242038155151428,0.536682513169729
342,0.980568087893503,0.253259952933086,0.242457548477289,0.54117949376847
343,0.980468625365476,0.254556267728499,0.243667522325464,0.544777078247462
344,0.980378075250354,0.255736425284179,0.244756980850115,0.548374662726455
345,0.980291268348653,0.256867796799171,0.245791002325946,0.552100732365412
346,0.980218721307601,0.257813316730592,0.246624968364728,0.556019529744315
347,0.980178793697783,0.258333701164592,0.247054002916471,0.558974688423487
348,0.980158116899842,0.258603185960771,0.247225134675874,0.561865604522678
349,0.980066497295172,0.259797282385219,0.248357978716994,0.564692278041886
350,0.979990563537215,0.260786942067738,0.249281126095183,0.567454708981113
351,0.979921403213067,0.261688322248061,0.25014160550514,0.569446228960555
352,0.979871137204279,0.262343449080151,0.250722489364523,0.572080174739818
353,0.979821405940266,0.262991606477857,0.251310604143317,0.574328665039188
354,0.979802868121422,0.2632332135365,0.251493787435072,0.576127457278684
355,0.979791638481161,0.263379571658563,0.251580558468009,0.577862006938199
356,0.97976151452554,0.263772183128858,0.251918001373875,0.579725041757677
357,0.979722478157013,0.264280951838885,0.252347035925618,0.582358987536939
358,0.979683798285002,0.264785074259323,0.252751967412657,0.585506873956058
359,0.979649218122928,0.265235764349485,0.253144847367343,0.5874983939355
360,0.979609647009627,0.265751502493896,0.253578702532027,0.590196582294745
361,0.979590039701234,0.266007048421307,0.253778757969076,0.591931131954259
362,0.979573284364972,0.266225424032004,0.253935427889656,0.593794166773738
363,0.979524087845733,0.266866611995326,0.25452354266845,0.595849929333162
364,0.979476495560816,0.267486891655496,0.255094785301951,0.597777206732622
365,0.979434785468418,0.268030507537443,0.255598539354279,0.599383271232173
366,0.979391827638212,0.268590385432953,0.256111934632489,0.601182063471669
367,0.97935421725575,0.269080568984623,0.256557841329525,0.602852370551201
368,0.979337461919488,0.26929894459532,0.256724152475987,0.604458435050752
369,0.97932587578271,0.269449949006972,0.256808513202454,0.606385712450212
370,0.979280957221666,0.270035381495222,0.257360473384191,0.607863291789798
371,0.979244238080494,0.270513949322919,0.25782084192005,0.608826930489528
372,0.979211083904485,0.270946054254724,0.25823059402003,0.609854811769241
373,0.979178999218025,0.27136422031776,0.25864516673295,0.610368752409097
374,0.979147627524597,0.271773093801617,0.259013943622932,0.611846331748683
375,0.979131763429625,0.271979853688341,0.259199537221158,0.612617242708467
376,0.979120355541106,0.272128534955198,0.259281487641154,0.614544520107927
377,0.979086131875548,0.27257457875577,0.259705701579956,0.61557240138764
378,0.979056720912959,0.272957897646887,0.260072068163467,0.616407554927406
379,0.979028735936435,0.273322631379646,0.260416741988744,0.617306951047154
380,0.9789961165052,0.273747766877066,0.26080721163696,0.618656045226776
381,0.978971339997323,0.274070684003522,0.26111814117165,0.619298471026596
382,0.97896117984661,0.274203103256817,0.26121937404341,0.620262109726327
383,0.978952980426737,0.27430996791737,0.261289272931053,0.621354233586021
384,0.978940681296927,0.274470264908201,0.261419429480458,0.622317872285751
385,0.978906635879628,0.274913985563978,0.261843643419261,0.623281510985481
386,0.97888275061304,0.275225286966461,0.262132880195717,0.624180907105229
387,0.978864747538971,0.27545992459072,0.262335345939236,0.625273030964924
388,0.97884781395445,0.275680623346211,0.262537811682755,0.625979699344726
389,0.978838723293286,0.275799103730738,0.262639044554515,0.626557882564564
390,0.978833910590317,0.275861828640194,0.262680019764513,0.627200308364384
391,0.978813946785409,0.276122020857194,0.262935512250383,0.627585763844276
392,0.978795587214823,0.276361304771042,0.263159670752136,0.628228189644096
393,0.978782931588497,0.276526248051462,0.263304289140364,0.628934858023898
394,0.97876653274875,0.27673997737257,0.263511575496824,0.62932031350379
395,0.978747460185132,0.276988553865597,0.26374537522446,0.62996273930361
396,0.978740686751324,0.277076833367793,0.263822505031515,0.630348194783502
397,0.978735161055322,0.277148850856427,0.263880352386806,0.630797892843377
398,0.978709493306154,0.277483383706856,0.264193692227967,0.631697288963125
399,0.978691490232085,0.277718021331116,0.264422671342661,0.632082744443017
400,0.978673665406273,0.27795033581058,0.264658881376767,0.632211229602981
401,0.978664218248593,0.278073462484696,0.264781807006761,0.632339714762945
402,0.978657623063043,0.278159418842098,0.264854116200875,0.632789412822819
403,0.978649245394912,0.278268606647447,0.264950528459694,0.633239110882693
